cod;nome;período;homicidios-de-homens-por-armas-de-fogo;homicidios;homicidios-de-jovens;homicidios-de-jovens-homens;homicidios-mulheres-nao-negras;homicidios-homens-nao-negros;homicidio-de-jovens-por-armas-de-fogo;homicidios-negros;homicidios-mulheres;homicidios-nao-negros;homicidios-mulheres-negras;homicidios-homens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-por-armas-de-fogo;homicidios-de-jovens-mulheres;homicidios-homens-negros
24;RN;1998;131.0;222.0;124.0;115;8.0;37.0;83.0;126.0;20.0;45.0;7.0;202.0;9.0;140;9;119.0
33;RJ;1998;5570.0;7573.0;4008.0;3783;202.0;2246.0;3328.0;3891.0;560.0;2452.0;255.0;7000.0;398.0;5978;223;3631.0
12;AC;1998;53.0;110.0;59.0;55;1.0;10.0;34.0;22.0;12.0;11.0;1.0;98.0;5.0;58;4;21.0
27;AL;1998;386.0;582.0;260.0;234;8.0;47.0;192.0;234.0;45.0;55.0;18.0;537.0;28.0;414;26;216.0
16;AP;1998;64.0;160.0;97.0;92;3.0;8.0;43.0;143.0;12.0;11.0;9.0;148.0;7.0;71;5;134.0
13;AM;1998;206.0;534.0;342.0;309;2.0;26.0;139.0;449.0;52.0;28.0;45.0;481.0;22.0;228;33;404.0
29;BA;1998;760.0;1271.0;656.0;616;3.0;44.0;462.0;273.0;101.0;47.0;24.0;1169.0;38.0;799;39;248.0
23;CE;1998;457.0;946.0;474.0;447;11.0;97.0;251.0;316.0;56.0;108.0;11.0;889.0;26.0;483;27;305.0
53;DF;1998;439.0;633.0;381.0;354;13.0;73.0;316.0;452.0;54.0;86.0;37.0;579.0;35.0;474;27;415.0
32;ES;1998;1066.0;1675.0;880.0;816;22.0;156.0;669.0;360.0;163.0;178.0;32.0;1508.0;93.0;1161;64;328.0
52;GO;1998;390.0;704.0;325.0;294;12.0;71.0;217.0;193.0;76.0;84.0;12.0;616.0;36.0;434;24;180.0
21;MA;1998;121.0;278.0;131.0;118;5.0;29.0;68.0;196.0;30.0;34.0;18.0;247.0;9.0;130;13;177.0
51;MT;1998;490.0;832.0;356.0;311;23.0;176.0;255.0;411.0;93.0;200.0;46.0;737.0;46.0;537;44;364.0
50;MS;1998;376.0;670.0;306.0;268;3.0;10.0;210.0;10.0;73.0;13.0;2.0;595.0;41.0;418;38;8.0
31;MG;1998;788.0;1511.0;729.0;648;57.0;363.0;480.0;792.0;201.0;420.0;92.0;1310.0;77.0;865;81;700.0
15;PA;1998;407.0;774.0;438.0;410;10.0;56.0;240.0;517.0;67.0;66.0;45.0;707.0;29.0;436;28;472.0
25;PB;1998;267.0;455.0;239.0;215;6.0;25.0;165.0;87.0;41.0;31.0;5.0;414.0;24.0;291;24;82.0
41;PR;1998;893.0;1625.0;762.0;693;117.0;827.0;513.0;254.0;178.0;944.0;22.0;1447.0;68.0;961;69;232.0
26;PE;1998;3453.0;4423.0;2560.0;2437;60.0;485.0;2221.0;1171.0;277.0;545.0;65.0;4141.0;196.0;3651;122;1106.0
33;RJ;1999;5607.0;7261.0;3876.0;3650;232.0;2212.0;3365.0;3994.0;543.0;2446.0;265.0;6695.0;380.0;6002;225;3726.0
50;MS;1999;315.0;571.0;264.0;240;19.0;137.0;169.0;137.0;63.0;156.0;13.0;508.0;36.0;351;24;124.0
51;MT;1999;441.0;822.0;337.0;304;23.0;200.0;218.0;421.0;71.0;223.0;34.0;751.0;35.0;476;33;387.0
21;MA;1999;95.0;262.0;113.0;105;3.0;37.0;44.0;149.0;27.0;41.0;14.0;233.0;7.0;102;7;135.0
52;GO;1999;472.0;853.0;416.0;366;40.0;148.0;290.0;274.0;117.0;188.0;28.0;733.0;60.0;534;50;245.0
32;ES;1999;1041.0;1524.0;815.0;752;22.0;208.0;664.0;599.0;128.0;230.0;45.0;1396.0;80.0;1121;63;554.0
53;DF;1999;420.0;659.0;402.0;371;15.0;83.0;310.0;480.0;60.0;98.0;40.0;598.0;34.0;454;31;440.0
23;CE;1999;497.0;1104.0;512.0;478;19.0;145.0;262.0;552.0;91.0;164.0;34.0;1012.0;31.0;528;34;518.0
29;BA;1999;520.0;913.0;475.0;442;9.0;88.0;313.0;346.0;88.0;97.0;41.0;823.0;31.0;551;33;305.0
13;AM;1999;203.0;527.0;316.0;292;4.0;33.0;137.0;467.0;51.0;38.0;45.0;475.0;19.0;222;24;422.0
16;AP;1999;55.0;192.0;124.0;113;1.0;10.0;41.0;179.0;17.0;11.0;16.0;175.0;5.0;60;11;163.0
27;AL;1999;353.0;554.0;273.0;252;7.0;47.0;202.0;368.0;55.0;54.0;30.0;499.0;29.0;382;21;338.0
12;AC;1999;12.0;51.0;26.0;22;3.0;12.0;6.0;17.0;7.0;15.0;2.0;44.0;2.0;14;4;15.0
15;PA;1999;325.0;642.0;314.0;297;1.0;66.0;175.0;494.0;39.0;67.0;31.0;601.0;18.0;344;16;462.0
24;RN;1999;123.0;224.0;84.0;78;7.0;50.0;58.0;135.0;24.0;57.0;13.0;200.0;15.0;138;6;122.0
43;RS;1999;995.0;1533.0;779.0;711;134.0;1039.0;596.0;270.0;163.0;1173.0;21.0;1370.0;90.0;1085;68;249.0
11;RO;1999;298.0;432.0;171.0;155;12.0;96.0;129.0;168.0;38.0;109.0;15.0;392.0;23.0;322;16;153.0
31;MG;1999;650.0;1596.0;792.0;693;69.0;368.0;413.0;842.0;222.0;437.0;110.0;1373.0;74.0;725;98;732.0
14;RR;1999;54.0;154.0;77.0;73;8.0;49.0;34.0;88.0;15.0;57.0;6.0;139.0;6.0;60;4;82.0
42;SC;1999;160.0;385.0;147.0;128;42.0;217.0;77.0;45.0;50.0;259.0;1.0;335.0;19.0;179;19;44.0
35;SP;1999;7567.0;15763.0;9019.0;8490;644.0;7723.0;4905.0;6594.0;1123.0;8367.0;412.0;14640.0;450.0;8017;529;6182.0
28;SE;1999;194.0;329.0;168.0;149;7.0;32.0;9347.0;114.0;40.0;39.0;12.0;288.0;21.0;216;18;101.0
17;TO;1999;64.0;137.0;68.0;57;3.0;43.0;38.0;69.0;16.0;46.0;9.0;121.0;6.0;70;11;60.0
25;PB;1999;237.0;403.0;202.0;189;13.0;34.0;138.0;118.0;34.0;47.0;7.0;369.0;19.0;256;13;111.0
41;PR;1999;945.0;1706.0;813.0;749;126.0;1025.0;580.0;292.0;182.0;1151.0;30.0;1522.0;81.0;1027;64;262.0
26;PE;1999;3401.0;4217.0;2414.0;2282;55.0;528.0;2166.0;2329.0;265.0;583.0;143.0;3949.0;206.0;3610;130;2186.0
22;PI;1999;55.0;133.0;75.0;71;0.0;18.0;33.0;91.0;7.0;18.0;6.0;126.0;1.0;56;4;85.0
23;CE;2000;89.0;1238.0;620.0;577;29.0;182.0;340.0;708.0;106.0;211.0;51.0;1131.0;54.0;657;43;656.0
32;ES;2000;96.0;1435.0;744.0;692;23.0;237.0;576.0;673.0;113.0;260.0;49.0;1322.0;63.0;1004;52;624.0
52;GO;2000;603.0;1085.0;548.0;482;51.0;269.0;406.0;526.0;142.0;320.0;53.0;940.0;71.0;706;65;472.0
21;MA;2000;138.0;352.0;187.0;170;4.0;56.0;64.0;254.0;32.0;60.0;24.0;320.0;12.0;141;17;230.0
31;MG;2000;451.0;2109.0;1166.0;1058;102.0;541.0;900.0;1251.0;252.0;643.0;125.0;1857.0;117.0;1420;108;1126.0
50;MS;2000;3405.0;651.0;314.0;281;38.0;259.0;246.0;303.0;72.0;297.0;30.0;577.0;41.0;448;33;273.0
51;MT;2000;340.0;990.0;422.0;396;33.0;303.0;325.0;608.0;81.0;336.0;47.0;909.0;43.0;691;26;561.0
15;PA;2000;261.0;806.0;418.0;388;7.0;88.0;247.0;658.0;63.0;95.0;55.0;743.0;24.0;461;30;603.0
25;PB;2000;705.0;507.0;297.0;277;7.0;52.0;227.0;383.0;44.0;59.0;32.0;463.0;32.0;372;20;351.0
26;PE;2000;941.0;4290.0;2470.0;2317;70.0;476.0;2190.0;3205.0;310.0;546.0;202.0;3980.0;212.0;3617;153;3003.0
22;PI;2000;5744.0;230.0;126.0;118;3.0;33.0;55.0;147.0;14.0;36.0;8.0;214.0;2.0;98;7;138.0
41;PR;2000;1303.0;1789.0;892.0;833;137.0;1242.0;620.0;353.0;164.0;1379.0;22.0;1623.0;76.0;1093;59;331.0
33;RJ;2000;9043.0;7350.0;3982.0;3761;246.0;2447.0;3459.0;4271.0;540.0;2694.0;265.0;6795.0;375.0;6126;220;4003.0
24;RN;2000;1015.0;257.0;122.0;109;11.0;50.0;79.0;171.0;22.0;61.0;10.0;235.0;9.0;147;13;161.0
11;RO;2000;259.0;466.0;210.0;191;14.0;109.0;127.0;252.0;46.0;123.0;22.0;419.0;18.0;277;19;230.0
43;RS;2000;196.0;1668.0;800.0;747;147.0;1216.0;662.0;272.0;175.0;1363.0;22.0;1491.0;91.0;1250;53;250.0
14;RR;2000;1159.0;130.0;68.0;59;10.0;18.0;28.0;101.0;22.0;28.0;12.0;108.0;4.0;47;9;89.0
42;SC;2000;407.0;433.0;172.0;154;40.0;292.0;99.0;56.0;53.0;332.0;9.0;380.0;26.0;222;18;47.0
35;SP;2000;648.0;15591.0;9249.0;8705;740.0;8110.0;6116.0;6407.0;1150.0;8850.0;378.0;14441.0;599.0;9642;544;6029.0
28;SE;2000;633.0;410.0;218.0;208;5.0;62.0;157.0;186.0;37.0;67.0;15.0;373.0;18.0;279;10;171.0
17;TO;2000;477.0;176.0;86.0;81;5.0;52.0;57.0;113.0;16.0;57.0;10.0;160.0;8.0;97;5;103.0
12;AC;2000;35.0;106.0;67.0;58;5.0;44.0;21.0;51.0;13.0;49.0;7.0;93.0;4.0;39;9;44.0
27;AL;2000;234.0;727.0;395.0;365;10.0;92.0;277.0;533.0;64.0;102.0;46.0;663.0;33.0;484;30;487.0
13;AM;2000;437.0;552.0;352.0;331;6.0;42.0;165.0;482.0;36.0;48.0;28.0;516.0;13.0;247;21;454.0
16;AP;2000;43.0;156.0;107.0;105;0.0;12.0;24.0;128.0;4.0;12.0;4.0;152.0;2.0;33;2;124.0
29;BA;2000;31.0;1242.0;666.0;607;15.0;79.0;451.0;892.0;132.0;94.0;90.0;1108.0;59.0;766;59;802.0
53;DF;2000;129.0;687.0;407.0;388;7.0;97.0;334.0;565.0;41.0;104.0;32.0;644.0;23.0;501;19;533.0
27;AL;2001;184.0;830.0;480.0;456;11.0;95.0;369.0;589.0;54.0;106.0;31.0;775.0;29.0;604;23;557.0
33;RJ;2001;10006.0;7362.0;3962.0;3726;206.0;2306.0;3511.0;4309.0;566.0;2514.0;306.0;6767.0;384.0;6134;236;4003.0
22;PI;2001;5740.0;262.0;133.0;113;7.0;34.0;64.0;179.0;35.0;41.0;24.0;226.0;7.0;102;20;155.0
26;PE;2001;939.0;4710.0;2744.0;2616;55.0;491.0;2442.0;3647.0;294.0;546.0;206.0;4409.0;194.0;3949;127;3441.0
41;PR;2001;1461.0;2052.0;1041.0;946;169.0;1469.0;731.0;358.0;197.0;1639.0;24.0;1852.0;101.0;1269;95;333.0
25;PB;2001;1079.0;484.0;288.0;264;9.0;47.0;211.0;329.0;45.0;56.0;31.0;439.0;23.0;346;24;298.0
15;PA;2001;347.0;966.0;515.0;469;20.0;96.0;289.0;799.0;97.0;116.0;74.0;869.0;46.0;543;46;725.0
31;MG;2001;575.0;2366.0;1255.0;1153;94.0;673.0;957.0;1423.0;241.0;767.0;119.0;2124.0;97.0;1558;102;1304.0
50;MS;2001;3748.0;621.0;267.0;235;29.0;265.0;190.0;308.0;64.0;294.0;31.0;555.0;35.0;395;32;277.0
51;MT;2001;323.0;973.0;427.0;384;33.0;276.0;286.0;629.0;92.0;309.0;56.0;880.0;42.0;582;43;573.0
21;MA;2001;202.0;563.0;296.0;271;16.0;81.0;120.0;439.0;54.0;97.0;36.0;509.0;19.0;221;25;403.0
52;GO;2001;595.0;1167.0;591.0;533;42.0;306.0;420.0;667.0;131.0;348.0;61.0;1035.0;64.0;752;58;606.0
32;ES;2001;95.0;1452.0;784.0;723;33.0;222.0;609.0;738.0;132.0;255.0;58.0;1319.0;80.0;1019;60;680.0
53;DF;2001;202.0;693.0;447.0;419;8.0;87.0;362.0;583.0;44.0;95.0;34.0;649.0;25.0;495;28;549.0
23;CE;2001;120.0;1284.0;651.0;604;21.0;164.0;343.0;696.0;114.0;185.0;58.0;1170.0;43.0;638;47;638.0
29;BA;2001;42.0;1622.0;887.0;848;13.0;132.0;702.0;1211.0;122.0;145.0;81.0;1500.0;50.0;1129;39;1130.0
13;AM;2001;497.0;485.0;285.0;258;8.0;50.0;124.0;416.0;55.0;58.0;45.0;430.0;15.0;199;27;371.0
16;AP;2001;41.0;182.0;115.0;108;2.0;13.0;21.0;164.0;12.0;15.0;9.0;170.0;1.0;43;7;155.0
24;RN;2001;1165.0;322.0;156.0;140;5.0;58.0;108.0;221.0;24.0;63.0;17.0;297.0;14.0;216;16;204.0
43;RS;2001;244.0;1854.0;880.0;807;156.0;1342.0;719.0;317.0;180.0;1498.0;17.0;1674.0;102.0;1343;73;300.0
11;RO;2001;343.0;573.0;240.0;208;23.0;178.0;157.0;310.0;65.0;201.0;35.0;508.0;34.0;377;32;275.0
14;RR;2001;1241.0;108.0;51.0;48;1.0;21.0;20.0;82.0;7.0;22.0;6.0;101.0;1.0;42;3;76.0
42;SC;2001;358.0;477.0;214.0;189;41.0;320.0;133.0;68.0;60.0;361.0;7.0;417.0;25.0;269;25;61.0
35;SP;2001;539.0;15773.0;9193.0;8655;699.0;8301.0;6588.0;6475.0;1100.0;9000.0;379.0;14669.0;618.0;10625;538;6096.0
28;SE;2001;687.0;518.0;298.0;291;6.0;80.0;228.0;271.0;31.0;86.0;15.0;487.0;19.0;366;7;256.0
17;TO;2001;470.0;212.0;89.0;79;9.0;60.0;60.0;140.0;23.0;69.0;14.0;189.0;11.0;131;10;126.0
12;AC;2001;51.0;121.0;72.0;64;4.0;31.0;36.0;70.0;12.0;35.0;5.0;109.0;3.0;54;8;65.0
31;MG;2002;675.0;2994.0;1624.0;1504;120.0;783.0;1249.0;1927.0;294.0;903.0;151.0;2700.0;142.0;2049;120;1776.0
12;AC;2002;63.0;151.0;90.0;84;3.0;43.0;40.0;100.0;11.0;46.0;8.0;140.0;3.0;66;6;92.0
17;TO;2002;440.0;170.0;82.0;73;4.0;39.0;43.0;126.0;20.0;43.0;16.0;150.0;7.0;83;9;110.0
28;SE;2002;817.0;556.0;323.0;307;7.0;61.0;247.0;384.0;37.0;68.0;22.0;519.0;14.0;402;16;362.0
35;SP;2002;537.0;14526.0;8610.0;8077;673.0;7611.0;6042.0;6006.0;1053.0;8285.0;363.0;13471.0;547.0;9415;533;5643.0
42;SC;2002;386.0;585.0;263.0;231;61.0;396.0;162.0;84.0;75.0;457.0;9.0;510.0;36.0;317;32;75.0
14;RR;2002;1266.0;122.0;71.0;64;3.0;25.0;20.0;92.0;12.0;28.0;9.0;110.0;5.0;48;7;83.0
11;RO;2002;371.0;615.0;282.0;265;12.0;177.0;179.0;376.0;44.0;189.0;25.0;569.0;21.0;393;17;351.0
43;RS;2002;281.0;1912.0;953.0;877;162.0;1402.0;757.0;322.0;198.0;1564.0;34.0;1714.0;107.0;1373;76;288.0
24;RN;2002;1402.0;299.0;143.0;133;9.0;58.0;95.0;213.0;23.0;67.0;12.0;276.0;7.0;193;10;201.0
33;RJ;2002;8867.0;8335.0;4555.0;4329;236.0;2631.0;3888.0;4923.0;560.0;2869.0;284.0;7748.0;362.0;6678;225;4634.0
22;PI;2002;6308.0;308.0;162.0;153;6.0;37.0;65.0;232.0;27.0;43.0;18.0;279.0;10.0;120;9;214.0
26;PE;2002;1132.0;4396.0;2588.0;2474;75.0;459.0;2267.0;3574.0;274.0;534.0;178.0;4118.0;182.0;3639;113;3395.0
41;PR;2002;1907.0;2266.0;1233.0;1147;167.0;1644.0;920.0;413.0;204.0;1811.0;35.0;2061.0;92.0;1494;86;377.0
25;PB;2002;1159.0;607.0;322.0;299;7.0;44.0;227.0;432.0;46.0;51.0;26.0;551.0;25.0;425;22;405.0
15;PA;2002;388.0;1192.0;632.0;601;10.0;127.0;373.0;1036.0;73.0;137.0;62.0;1119.0;33.0;694;31;974.0
27;AL;2002;186.0;991.0;559.0;529;7.0;99.0;435.0;655.0;70.0;106.0;39.0;921.0;45.0;720;30;616.0
16;AP;2002;43.0;181.0;120.0;115;4.0;14.0;28.0;157.0;12.0;18.0;8.0;169.0;5.0;50;5;149.0
13;AM;2002;661.0;513.0;312.0;295;7.0;53.0;116.0;442.0;35.0;60.0;27.0;478.0;15.0;201;17;415.0
29;BA;2002;45.0;1759.0;1014.0;949;15.0;134.0;777.0;1298.0;123.0;149.0;88.0;1634.0;60.0;1220;65;1209.0
23;CE;2002;76.0;1445.0;729.0;669;16.0;126.0;422.0;705.0;125.0;142.0;48.0;1320.0;49.0;741;60;657.0
53;DF;2002;239.0;641.0;416.0;385;13.0;80.0;338.0;539.0;50.0;93.0;36.0;591.0;29.0;469;31;503.0
32;ES;2002;110.0;1644.0;936.0;862;29.0;261.0;760.0;813.0;149.0;290.0;71.0;1494.0;88.0;1221;74;742.0
52;GO;2002;692.0;1370.0;709.0;647;50.0;361.0;520.0;734.0;145.0;411.0;68.0;1225.0;76.0;893;62;666.0
21;MA;2002;186.0;606.0;302.0;289;7.0;90.0;115.0;493.0;39.0;97.0;31.0;567.0;14.0;253;13;462.0
51;MT;2002;393.0;948.0;414.0;377;37.0;283.0;279.0;602.0;92.0;320.0;53.0;856.0;45.0;582;37;549.0
50;MS;2002;3453.0;684.0;313.0;283;41.0;284.0;203.0;333.0;77.0;325.0;35.0;605.0;34.0;421;30;298.0
32;ES;2003;133.0;1629.0;893.0;836;42.0;293.0;699.0;883.0;141.0;335.0;67.0;1487.0;71.0;1179;57;816.0
23;CE;2003;93.0;1563.0;771.0;727;10.0;149.0;449.0;748.0;103.0;159.0;40.0;1460.0;46.0;846;44;708.0
15;PA;2003;321.0;1405.0;747.0;700;15.0;137.0;466.0;1237.0;93.0;152.0;78.0;1311.0;45.0;871;47;1159.0
42;SC;2003;395.0;670.0;313.0;283;52.0;442.0;220.0;101.0;70.0;494.0;8.0;600.0;30.0;414;30;93.0
14;RR;2003;1270.0;106.0;53.0;50;1.0;21.0;16.0;80.0;6.0;22.0;5.0;100.0;3.0;41;3;75.0
11;RO;2003;348.0;566.0;231.0;207;22.0;149.0;155.0;375.0;51.0;171.0;29.0;514.0;33.0;381;24;346.0
25;PB;2003;1520.0;616.0;339.0;325;4.0;44.0;260.0;484.0;35.0;48.0;25.0;579.0;22.0;459;14;458.0
41;PR;2003;2615.0;2555.0;1368.0;1265;190.0;1887.0;1065.0;412.0;227.0;2078.0;32.0;2326.0;119.0;1748;102;380.0
26;PE;2003;1107.0;4517.0;2645.0;2513;53.0;493.0;2298.0;3562.0;274.0;546.0;187.0;4243.0;186.0;3766;132;3375.0
22;PI;2003;6024.0;298.0;156.0;137;7.0;27.0;83.0;241.0;32.0;34.0;24.0;265.0;10.0;143;19;217.0
29;BA;2003;65.0;2166.0;1272.0;1204;18.0;140.0;1008.0;1665.0;152.0;158.0;100.0;2014.0;68.0;1588;68;1565.0
13;AM;2003;826.0;558.0;343.0;324;5.0;47.0;111.0;495.0;35.0;52.0;30.0;523.0;14.0;171;19;465.0
31;MG;2003;740.0;3869.0;2241.0;2062;152.0;996.0;1814.0;2539.0;376.0;1148.0;199.0;3493.0;200.0;2815;179;2340.0
16;AP;2003;38.0;185.0;133.0;125;2.0;9.0;51.0;171.0;15.0;11.0;12.0;170.0;5.0;70;8;159.0
27;AL;2003;157.0;1039.0;615.0;586;5.0;58.0;476.0;630.0;67.0;63.0;39.0;972.0;34.0;774;29;591.0
12;AC;2003;52.0;147.0;78.0;69;6.0;35.0;31.0;98.0;15.0;41.0;7.0;132.0;5.0;57;9;91.0
33;RJ;2003;9032.0;8115.0;4517.0;4303;228.0;2499.0;3675.0;4948.0;527.0;2728.0;277.0;7579.0;336.0;6365;214;4671.0
24;RN;2003;1627.0;405.0;200.0;183;14.0;81.0;155.0;277.0;32.0;95.0;16.0;373.0;17.0;289;17;261.0
17;TO;2003;520.0;204.0;87.0;80;5.0;37.0;47.0;161.0;22.0;42.0;17.0;182.0;5.0;98;7;144.0
28;SE;2003;797.0;469.0;259.0;247;8.0;54.0;200.0;278.0;34.0;62.0;16.0;435.0;18.0;339;12;262.0
35;SP;2003;515.0;14048.0;8348.0;7826;640.0;7487.0;6132.0;5839.0;1029.0;8127.0;378.0;13017.0;538.0;9570;522;5461.0
43;RS;2003;384.0;1908.0;932.0;871;152.0;1391.0;755.0;354.0;177.0;1543.0;23.0;1731.0;95.0;1365;61;331.0
50;MS;2003;3580.0;705.0;344.0;318;35.0;268.0;240.0;382.0;64.0;303.0;27.0;640.0;35.0;430;26;355.0
51;MT;2003;436.0;908.0;406.0;368;34.0;266.0;270.0;597.0;90.0;300.0;53.0;818.0;40.0;555;38;544.0
21;MA;2003;272.0;795.0;419.0;389;11.0;109.0;176.0;657.0;69.0;120.0;58.0;726.0;27.0;351;30;599.0
52;GO;2003;800.0;1346.0;713.0;647;45.0;301.0;522.0;784.0;143.0;346.0;74.0;1201.0;69.0;868;66;709.0
53;DF;2003;324.0;742.0;454.0;428;14.0;95.0;381.0;623.0;62.0;109.0;45.0;678.0;41.0;562;26;578.0
29;BA;2004;69.0;2262.0;1311.0;1222;20.0;139.0;1023.0;1859.0;195.0;159.0;155.0;2064.0;78.0;1590;89;1704.0
16;AP;2004;30.0;172.0;116.0;108;1.0;9.0;51.0;160.0;15.0;10.0;14.0;157.0;5.0;74;8;146.0
42;SC;2004;363.0;638.0;281.0;258;63.0;427.0;202.0;99.0;79.0;490.0;7.0;559.0;32.0;377;23;92.0
35;SP;2004;418.0;11336.0;6446.0;6045;572.0;5958.0;4743.0;4720.0;861.0;6530.0;285.0;10474.0;458.0;7611;401;4434.0
28;SE;2004;937.0;454.0;234.0;220;6.0;43.0;167.0;270.0;29.0;49.0;15.0;424.0;14.0;301;14;255.0
17;TO;2004;476.0;198.0;99.0;91;4.0;45.0;47.0;149.0;18.0;49.0;14.0;180.0;6.0;100;8;135.0
27;AL;2004;213.0;1035.0;623.0;589;9.0;43.0;481.0;708.0;75.0;52.0;42.0;960.0;35.0;754;34;666.0
12;AC;2004;42.0;114.0;75.0;71;3.0;24.0;31.0;80.0;10.0;27.0;7.0;104.0;7.0;49;4;73.0
14;RR;2004;1326.0;85.0;44.0;38;3.0;13.0;15.0;66.0;7.0;16.0;3.0;78.0;1.0;31;6;63.0
11;RO;2004;313.0;563.0;280.0;265;17.0;147.0;170.0;372.0;33.0;164.0;13.0;529.0;20.0;334;15;358.0
43;RS;2004;345.0;1982.0;1016.0;936;167.0;1414.0;837.0;384.0;195.0;1581.0;26.0;1787.0;106.0;1432;80;358.0
24;RN;2004;1776.0;344.0;181.0;172;4.0;61.0;134.0;246.0;21.0;65.0;13.0;323.0;9.0;237;9;233.0
33;RJ;2004;7152.0;7731.0;4349.0;4144;230.0;2307.0;3555.0;4787.0;506.0;2537.0;251.0;7221.0;338.0;6193;205;4536.0
22;PI;2004;5852.0;327.0;173.0;156;10.0;40.0;80.0;251.0;26.0;50.0;14.0;301.0;8.0;131;17;237.0
26;PE;2004;1108.0;4174.0;2490.0;2348;56.0;388.0;2125.0;3430.0;276.0;444.0;206.0;3898.0;189.0;3344;142;3224.0
41;PR;2004;3035.0;2826.0;1566.0;1447;202.0;2030.0;1185.0;537.0;249.0;2233.0;41.0;2573.0;132.0;1912;119;495.0
25;PB;2004;1511.0;675.0;350.0;333;5.0;40.0;257.0;540.0;60.0;45.0;47.0;611.0;41.0;472;17;493.0
15;PA;2004;286.0;1519.0;811.0;768;14.0;143.0;539.0;1351.0;93.0;157.0;77.0;1426.0;42.0;969;43;1274.0
31;MG;2004;719.0;4286.0;2571.0;2386;115.0;1063.0;2154.0;2916.0;373.0;1178.0;230.0;3913.0;220.0;3255;185;2686.0
50;MS;2004;3155.0;656.0;319.0;296;24.0;245.0;217.0;372.0;55.0;269.0;30.0;601.0;24.0;387;23;342.0
51;MT;2004;431.0;853.0;401.0;352;39.0;234.0;236.0;572.0;99.0;273.0;60.0;754.0;36.0;454;49;512.0
21;MA;2004;228.0;732.0;398.0;373;9.0;79.0;196.0;631.0;53.0;88.0;44.0;679.0;23.0;355;25;587.0
52;GO;2004;865.0;1524.0;816.0;757;64.0;411.0;601.0;896.0;142.0;475.0;64.0;1377.0;50.0;988;59;830.0
32;ES;2004;123.0;1619.0;936.0;875;33.0;227.0;761.0;928.0;137.0;260.0;69.0;1482.0;80.0;1188;61;859.0
53;DF;2004;332.0;696.0;436.0;410;8.0;101.0;360.0;582.0;52.0;109.0;43.0;642.0;29.0;506;26;538.0
23;CE;2004;94.0;1582.0;826.0;774;15.0;125.0;524.0;699.0;123.0;140.0;44.0;1459.0;51.0;916;52;655.0
13;AM;2004;927.0;526.0;309.0;290;13.0;63.0;136.0;440.0;49.0;76.0;34.0;477.0;14.0;227;19;406.0
50;MS;2005;3312.0;631.0;308.0;278;38.0;230.0;195.0;347.0;70.0;268.0;31.0;561.0;26.0;345;30;316.0
31;MG;2005;873.0;4223.0;2461.0;2301;143.0;999.0;2039.0;2870.0;377.0;1142.0;212.0;3846.0;204.0;3099;160;2658.0
15;PA;2005;306.0;1926.0;1082.0;1024;26.0;155.0;708.0;1726.0;127.0;181.0;101.0;1797.0;56.0;1195;57;1625.0
25;PB;2005;1908.0;745.0;403.0;378;7.0;43.0;310.0;608.0;62.0;50.0;45.0;683.0;36.0;543;25;563.0
41;PR;2005;2895.0;2977.0;1658.0;1558;185.0;2094.0;1303.0;639.0;239.0;2279.0;50.0;2738.0;121.0;2027;100;589.0
26;PE;2005;1088.0;4330.0;2616.0;2482;37.0;414.0;2243.0;3517.0;282.0;451.0;226.0;4048.0;197.0;3509;134;3291.0
22;PI;2005;5639.0;368.0;210.0;196;8.0;43.0;100.0;295.0;40.0;51.0;29.0;328.0;11.0;151;14;266.0
33;RJ;2005;5427.0;7408.0;4177.0;3974;204.0;2238.0;3496.0;4658.0;507.0;2443.0;273.0;6885.0;329.0;5978;201;4385.0
24;RN;2005;1906.0;406.0;235.0;213;9.0;65.0;169.0;275.0;41.0;75.0;27.0;364.0;12.0;268;21;248.0
43;RS;2005;359.0;2021.0;1034.0;957;186.0;1415.0;836.0;407.0;209.0;1601.0;22.0;1812.0;114.0;1473;77;385.0
11;RO;2005;342.0;555.0;246.0;220;14.0;134.0;175.0;391.0;49.0;148.0;30.0;506.0;25.0;367;26;361.0
14;RR;2005;1359.0;95.0;42.0;40;2.0;18.0;8.0;73.0;11.0;20.0;9.0;84.0;2.0;28;2;64.0
42;SC;2005;319.0;633.0;322.0;295;54.0;422.0;231.0;94.0;68.0;476.0;6.0;564.0;33.0;392;27;88.0
35;SP;2005;454.0;8870.0;4719.0;4379;512.0;4575.0;3415.0;3734.0;776.0;5087.0;260.0;8091.0;367.0;5796;340;3474.0
28;SE;2005;885.0;487.0;249.0;238;4.0;69.0;185.0;345.0;28.0;73.0;22.0;459.0;12.0;318;11;323.0
17;TO;2005;427.0;190.0;88.0;80;6.0;35.0;39.0;148.0;21.0;41.0;15.0;169.0;6.0;78;8;133.0
13;AM;2005;1139.0;599.0;356.0;333;7.0;66.0;161.0;506.0;48.0;73.0;40.0;551.0;13.0;264;23;466.0
16;AP;2005;26.0;196.0;123.0;117;2.0;20.0;33.0;172.0;15.0;22.0;13.0;181.0;5.0;55;6;159.0
27;AL;2005;251.0;1203.0;696.0;660;8.0;61.0;537.0;812.0;74.0;69.0;46.0;1129.0;36.0;909;36;766.0
